binarize,average,distribution,sample_size,stat,pvalue
True,True,same_mean,50.0,-0.026382116095440437,0.8943
True,True,same_mean,50.0,0.036363447699597484,0.0986
True,True,same_mean,50.0,-0.010787125615625445,0.5655
True,True,same_mean,50.0,0.00470954449105985,0.2921
True,True,same_mean,50.0,-0.01749397970628496,0.7242
True,True,same_mean,50.0,0.009242575752993249,0.2687
True,True,same_mean,50.0,0.01173707128058405,0.2585
True,True,same_mean,50.0,0.03452055418159837,0.1093
True,True,same_mean,50.0,0.006608580689141446,0.2959
True,True,same_mean,50.0,0.014814287055796413,0.1924
True,True,same_mean,50.0,0.013070256429804208,0.2149
True,True,same_mean,50.0,-0.00956101446404452,0.5463
True,True,same_mean,50.0,-0.015383348949346174,0.6765
True,True,same_mean,50.0,-0.0068270946748647905,0.4818
True,True,same_mean,50.0,-0.021994607387881667,0.8147
True,True,same_mean,50.0,0.007900696536940142,0.2721
True,True,same_mean,50.0,-0.008620493675574225,0.5088
True,True,same_mean,50.0,-0.005199722897399761,0.4758
True,True,same_mean,50.0,0.015307835673346972,0.2041
True,True,same_mean,50.0,0.0030954469686762165,0.3088
True,True,same_mean,50.0,-0.007527271823069372,0.4957
True,True,same_mean,50.0,0.012139064469098716,0.2287
True,True,same_mean,50.0,0.057870697301224135,0.0625
True,True,same_mean,50.0,-0.016802411147545944,0.6548
True,True,same_mean,50.0,0.07756933643865684,0.0376
True,True,same_mean,50.0,0.1582847555629132,0.0052
True,True,same_mean,50.0,0.03186089835040155,0.11199999999999999
True,True,same_mean,50.0,-0.014510211907005563,0.5975
True,True,same_mean,50.0,-0.022183474788561263,0.7859
True,True,equal,60.0,0.04865430601899223,0.052000000000000005
True,True,equal,60.0,-0.011122539090148322,0.627
True,True,equal,60.0,-0.012912523837957109,0.6971
True,True,equal,60.0,-0.009141748245207608,0.5765
True,True,equal,60.0,-0.023205565485384484,0.9740000000000001
True,True,equal,60.0,-0.020054440214127424,0.8638
True,True,equal,60.0,-0.014584751903027757,0.6673
True,True,equal,60.0,0.023190258100807024,0.1341
True,True,equal,60.0,-0.008446021040141267,0.5422
True,True,equal,60.0,-0.002921262567355671,0.4111
True,True,equal,60.0,-0.023580568300347424,0.9540000000000001
True,True,equal,60.0,0.00902635458390773,0.258
True,True,equal,60.0,-0.0056574156014505255,0.4959
True,True,equal,60.0,-0.020829724456891838,0.8917
True,True,equal,60.0,0.09243879809464542,0.0247
True,True,equal,60.0,-0.006212349409915979,0.5104
True,True,equal,60.0,-0.002308864862359337,0.4201
True,True,equal,60.0,-0.01585072162164742,0.7235
True,True,equal,60.0,-0.0008952659919012908,0.3795
True,True,equal,60.0,-0.0270649193503592,1.0
True,True,equal,60.0,0.010517136643890885,0.2087
